,Player,Weight,Height,Position,Rk,Age,Team_x,GP_x,G_x,A_x,PTS,+/-,PIM_x,EVG,PPG,SHG,GWG,EV,PP,SH,SOG,SPCT,TSA,TOI,ATOI,FOW,FOL,FO%,BLK,HIT,TAKE,GIVE,Unnamed: 0_y,Round,Draft Position,Team_y,Seasons,GP_y,G_y,A_y,TP,PIM_y,Year,PPS
974,David Musil,207.0,76.0,D,706.0,21.0,EDM,4.0,0.0,2.0,2.0,-2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,7.0,79:13,19:48,0.0,0.0,0.0,8.0,5.0,1.0,2.0,1086,2,31,Edmonton Oilers,1,4,0,2,2,2,2011,2.0
977,Scott Mayfield,223.0,77.0,D,921.0,21.0,NYI,469.0,25.0,91.0,116.0,10.0,430.0,24.0,0.0,1.0,4.0,88.0,0.0,3.0,624.0,0.0,13.0,86:50,21:02,0.0,0.0,0.0,899.0,674.0,95.0,384.0,1089,2,34,New York Islanders,12,500,26,95,121,451,2011,10.083333333333334
979,Adam Clendening,196.0,72.0,D,653.0,22.0,2TM,140.0,6.0,29.0,35.0,19.0,79.0,3.0,3.0,0.0,0.0,24.0,5.0,0.0,165.0,5.9,49.0,349:23,17:27,0.0,0.0,0.0,148.0,81.0,25.0,90.0,1091,2,36,Chicago Blackhawks,5,90,4,20,24,42,2011,4.8
987,Joel Edmundson,215.0,76.0,D,520.0,22.0,STL,583.0,30.0,86.0,116.0,19.0,484.0,30.0,0.0,0.0,2.0,85.0,0.0,1.0,764.0,1.1,187.0,1000:16,20:44,0.0,0.0,0.0,903.0,1080.0,104.0,398.0,1101,2,46,St. Louis Blues,10,558,33,86,119,475,2011,11.9
989,Xavier Ouellet,196.0,72.0,D,942.0,20.0,DET,178.0,5.0,23.0,28.0,-3.0,82.0,5.0,0.0,0.0,0.0,23.0,0.0,0.0,226.0,0.0,10.0,58:17,17:58,0.0,0.0,0.0,200.0,205.0,26.0,63.0,1103,2,48,Detroit Red Wings,8,178,5,23,28,82,2011,3.5
994,Scott Harrington,207.0,74.0,D,874.0,21.0,PIT,300.0,15.0,45.0,60.0,-23.0,97.0,15.0,0.0,0.0,3.0,43.0,0.0,2.0,232.0,0.0,17.0,158:00,18:20,0.0,0.0,0.0,408.0,329.0,39.0,60.0,1109,2,54,Pittsburgh Penguins,9,255,11,38,49,87,2011,5.444444444444445
995,Ryan Sproul,205.0,76.0,D,962.0,21.0,DET,44.0,2.0,10.0,12.0,-14.0,12.0,1.0,1.0,0.0,0.0,7.0,3.0,0.0,64.0,0.0,6.0,18:25,18:25,0.0,0.0,0.0,33.0,20.0,10.0,15.0,1110,2,55,Detroit Red Wings,3,44,2,10,12,12,2011,4.0
997,Tyler Wotherspoon,207.0,74.0,D,654.0,20.0,CGY,30.0,0.0,5.0,5.0,-8.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,17.0,0.0,17.0,188:18,20:19,0.0,0.0,0.0,39.0,25.0,4.0,14.0,1112,2,57,Calgary Flames,4,30,0,5,5,4,2011,1.25
999,Rasmus Bengtsson,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1114,2,59,Florida Panthers,0,0,0,0,0,0,2011,0.0
1002,Andrei Pedan,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1118,3,63,New York Islanders,1,13,0,0,0,18,2011,0.0
1009,Michael Paliotta,207.0,76.0,D,776.0,21.0,CHI,2.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,3.0,12:45,7:32,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1125,3,70,Chicago Blackhawks,2,2,0,1,1,4,2011,0.5
1011,Keegan Lowe,191.0,74.0,D,898.0,21.0,CAR,4.0,0.0,0.0,0.0,-3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,27:41,13:54,0.0,0.0,0.0,5.0,4.0,3.0,1.0,1128,3,73,Carolina Hurricanes,2,4,0,0,0,10,2011,0.0
1016,Brennan Serville,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1133,3,78,Winnipeg Jets,0,0,0,0,0,0,2011,0.0
1017,Klas Dahlbeck,207.0,75.0,D,649.0,23.0,2TM,193.0,7.0,20.0,27.0,-39.0,95.0,7.0,0.0,0.0,0.0,19.0,0.0,1.0,184.0,5.0,54.0,406:10,19:11,0.0,0.0,0.0,240.0,457.0,46.0,51.0,1134,3,79,Chicago Blackhawks,4,170,6,17,23,87,2011,5.75
1021,Andy Welinski,201.0,73.0,D,768.0,24.0,ANA,46.0,1.0,5.0,6.0,-2.0,8.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,54.0,0.0,14.0,113:13,16:10,0.0,0.0,0.0,33.0,65.0,9.0,27.0,1138,3,83,Anaheim Ducks,3,46,1,5,6,8,2011,2.0
1022,Harrison Ruopp,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1139,3,84,Phoenix Coyotes,0,0,0,0,0,0,2011,0.0
1025,Jonathan Racine,194.0,74.0,D,950.0,20.0,FLA,1.0,0.0,0.0,0.0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15:35,15:35,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1142,3,87,Florida Panthers,1,1,0,0,0,2,2011,0.0
1026,Justin Sefton,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1144,3,89,San Jose Sharks,0,0,0,0,0,0,2011,0.0
1029,Dillon Simpson,204.0,74.0,D,958.0,0.0,EDM,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,32:39,10:53,0.0,0.0,0.0,2.0,3.0,0.0,1.0,1147,4,92,Edmonton Oilers,1,3,0,0,0,2,2011,0.0
1032,Robbie Russo,191.0,72.0,D,953.0,23.0,DET,19.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,40.0,305:19,16:04,0.0,0.0,0.0,13.0,24.0,0.0,13.0,1150,4,95,New York Islanders,1,19,0,0,0,2,2011,0.0
1034,Josiah Didier,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1152,4,97,Montréal Canadiens,0,0,0,0,0,0,2011,0.0
1035,Mike Reilly,195.0,73.0,D,567.0,22.0,MIN,617.0,27.0,180.0,207.0,-18.0,264.0,21.0,3.0,3.0,5.0,127.0,51.0,2.0,1042.0,3.7,51.0,350:24,21:04,0.0,0.0,0.0,520.0,562.0,116.0,397.0,1153,4,98,Columbus Blue Jackets,10,411,18,104,122,164,2011,12.2
1037,Tom Nilsson,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1155,4,100,Toronto Maple Leafs,0,0,0,0,0,0,2011,0.0
1049,Garrett Noonan,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1167,4,112,Nashville Predators,0,0,0,0,0,0,2011,0.0
1050,Magnus Nygren,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1168,4,113,Montréal Canadiens,0,0,0,0,0,0,2011,0.0
1053,Colin Suellentrop,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1171,4,116,Philadelphia Flyers,0,0,0,0,0,0,2011,0.0
1055,Zach Yuen,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1174,4,119,Winnipeg Jets,0,0,0,0,0,0,2011,0.0
1058,Martin Gernát,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1177,5,122,Edmonton Oilers,0,0,0,0,0,0,2011,0.0
1062,Fredrik Claesson,196.0,73.0,D,696.0,23.0,OTT,176.0,7.0,21.0,28.0,-7.0,74.0,7.0,0.0,0.0,0.0,19.0,0.0,2.0,157.0,0.0,35.0,308:38,9:52,0.0,0.0,0.0,198.0,359.0,39.0,111.0,1181,5,126,Ottawa Senators,7,170,7,21,28,62,2011,4.0
1063,Brenden Kichton,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1182,5,127,New York Islanders,0,0,0,0,0,0,2011,0.0
1067,Nick Seeler,198.0,74.0,D,689.0,24.0,MIN,308.0,8.0,35.0,43.0,-3.0,278.0,8.0,0.0,0.0,1.0,30.0,0.0,5.0,310.0,0.0,39.0,319:46,16:57,0.0,0.0,0.0,616.0,469.0,32.0,109.0,1186,5,131,Minnesota Wild,7,322,10,42,52,277,2011,7.428571428571429
1070,Troy Vance,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1190,5,135,Dallas Stars,0,0,0,0,0,0,2011,0.0
1071,Samuel Noreau,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1191,5,136,New York Rangers,0,0,0,0,0,0,2011,0.0
1072,Alex Lepkowski,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1192,5,137,Buffalo Sabres,0,0,0,0,0,0,2011,0.0
1073,Darren Dietz,201.0,73.0,D,605.0,22.0,MTL,13.0,1.0,4.0,5.0,-1.0,13.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,13.0,7.7,24.0,188:59,14:32,0.0,0.0,0.0,14.0,38.0,3.0,12.0,1193,5,138,Montréal Canadiens,1,13,1,4,5,13,2011,5.0
1077,Simon Karlsson,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1197,5,142,Nashville Predators,0,0,0,0,0,0,2011,0.0
1081,Mattias Bäckman,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1201,5,146,Detroit Red Wings,0,0,0,0,0,0,2011,0.0
1082,Patrick Koudys,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1202,5,147,Washington Capitals,0,0,0,0,0,0,2011,0.0
1083,Nikita Nesterov,191.0,71.0,D,583.0,21.0,TBL,218.0,13.0,41.0,54.0,-10.0,125.0,8.0,5.0,0.0,0.0,36.0,5.0,0.0,260.0,4.5,89.0,433:28,16:35,0.0,0.0,0.0,120.0,347.0,43.0,117.0,1203,5,148,Tampa Bay Lightning,4,170,9,28,37,101,2011,9.25
1085,Frank Corrado,205.0,72.0,D,786.0,19.0,VAN,80.0,3.0,5.0,8.0,-25.0,48.0,3.0,0.0,0.0,0.0,4.0,1.0,0.0,90.0,0.0,13.0,58:13,7:33,0.0,0.0,0.0,81.0,91.0,7.0,32.0,1205,5,150,Vancouver Canucks,6,76,3,5,8,40,2011,1.3333333333333333
1086,Rob O'Gara,214.0,76.0,D,932.0,23.0,BOS,63.0,0.0,6.0,6.0,-13.0,12.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,44.0,0.0,3.0,48:02,17:10,0.0,0.0,0.0,95.0,87.0,8.0,16.0,1206,5,151,Boston Bruins,2,33,0,3,3,6,2011,1.5
1088,Gabriel Beaupré,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1208,6,153,Colorado Avalanche,0,0,0,0,0,0,2011,0.0
1089,Eddie Wittchow,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1209,6,154,Florida Panthers,0,0,0,0,0,0,2011,0.0
1093,Reece Scarlett,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1214,6,159,New Jersey Devils,0,0,0,0,0,0,2011,0.0
1094,Josh Manson,216.0,75.0,D,668.0,23.0,ANA,645.0,44.0,127.0,171.0,41.0,637.0,42.0,0.0,2.0,7.0,122.0,0.0,5.0,846.0,0.0,55.0,516:09,22:18,0.0,0.0,0.0,745.0,1600.0,303.0,458.0,1215,6,160,Anaheim Ducks,11,602,39,122,161,588,2011,14.636363636363637
1099,Sam Jardine,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1224,6,169,Chicago Blackhawks,0,0,0,0,0,0,2011,0.0
1102,Peter Ceresnak,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1227,6,172,New York Rangers,0,0,0,0,0,0,2011,0.0
1103,Dennis Robertson,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228,6,173,Toronto Maple Leafs,0,0,0,0,0,0,2011,0.0
1105,Richard Nedomlel,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1230,6,175,Detroit Red Wings,0,0,0,0,0,0,2011,0.0
1108,Dylan DeMelo,195.0,73.0,D,633.0,22.0,SJS,613.0,17.0,137.0,154.0,84.0,302.0,13.0,2.0,2.0,1.0,119.0,9.0,9.0,696.0,4.8,97.0,612:49,21:44,0.0,0.0,0.0,828.0,957.0,119.0,392.0,1234,6,179,San Jose Sharks,10,586,17,132,149,279,2011,14.9
1110,Dillon Donnelly,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1238,7,183,Colorado Avalanche,0,0,0,0,0,0,2011,0.0
1113,Jordan Fransoo,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1241,7,186,Ottawa Senators,0,0,0,0,0,0,2011,0.0
1114,Aaron Harstad,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1242,7,187,Winnipeg Jets,0,0,0,0,0,0,2011,0.0
1115,Patrick Daly,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1244,7,189,New Jersey Devils,0,0,0,0,0,0,2011,0.0
1117,Teemu Eronen,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1247,7,192,St. Louis Blues,0,0,0,0,0,0,2011,0.0
1120,Jyrki Jokipakka,215.0,75.0,D,521.0,23.0,DAL,249.0,6.0,40.0,46.0,-2.0,60.0,6.0,0.0,0.0,2.0,40.0,0.0,0.0,188.0,0.0,101.0,842:03,17:54,0.0,0.0,0.0,262.0,242.0,56.0,157.0,1250,7,195,Dallas Stars,3,150,3,25,28,34,2011,9.333333333333334
1123,Colin Sullivan,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1253,7,198,Montréal Canadiens,0,0,0,0,0,0,2011,0.0
1128,Max Everson,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1258,7,203,Toronto Maple Leafs,0,0,0,0,0,0,2011,0.0
1130,Alexei Marchenko,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1260,7,205,Detroit Red Wings,4,121,4,17,21,26,2011,5.25
1132,Garrett Haar,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1262,7,207,Washington Capitals,0,0,0,0,0,0,2011,0.0
1135,Henrik Tömmernes,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1265,7,210,Vancouver Canucks,0,0,0,0,0,0,2011,0.0
1137,Ryan Murray,205.0,73.0,D,346.0,20.0,CBJ,445.0,15.0,116.0,131.0,9.0,118.0,10.0,5.0,0.0,0.0,95.0,18.0,3.0,412.0,6.5,138.0,1311:28,22:51,0.0,0.0,0.0,716.0,255.0,96.0,185.0,1268,1,2,Columbus Blue Jackets,10,445,15,116,131,118,2012,13.1
1139,Griffin Reinhart,212.0,76.0,D,782.0,21.0,NYI,37.0,0.0,2.0,2.0,-5.0,26.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,28.0,0.0,11.0,113:23,18:04,0.0,0.0,0.0,54.0,76.0,6.0,28.0,1270,1,4,New York Islanders,3,37,0,2,2,26,2012,0.6666666666666666
1140,Morgan Rielly,221.0,73.0,D,270.0,19.0,TOR,791.0,80.0,392.0,472.0,-15.0,229.0,65.0,14.0,1.0,13.0,243.0,145.0,4.0,1731.0,2.1,214.0,1286:32,24:12,0.0,0.0,0.0,1072.0,768.0,365.0,774.0,1271,1,5,Toronto Maple Leafs,12,822,84,404,488,237,2012,40.66666666666666
1141,Hampus Lindholm,211.0,75.0,D,239.0,20.0,ANA,816.0,75.0,258.0,333.0,161.0,483.0,59.0,15.0,1.0,13.0,182.0,70.0,5.0,1401.0,5.2,226.0,1515:40,23:60,0.0,1.0,0.0,1051.0,763.0,291.0,663.0,1272,1,6,Anaheim Ducks,12,762,73,240,313,441,2012,26.08333333333333
1142,Matt Dumba,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1273,1,7,Minnesota Wild,12,693,83,166,249,506,2012,20.75
1143,Derrick Pouliot,196.0,72.0,D,584.0,21.0,PIT,237.0,8.0,50.0,58.0,-25.0,95.0,5.0,3.0,0.0,6.0,38.0,11.0,1.0,254.0,3.6,114.0,596:35,8:20,0.0,0.0,0.0,278.0,236.0,74.0,158.0,1274,1,8,Pittsburgh Penguins,9,226,8,46,54,91,2012,6.0
1144,Jacob Trouba,202.0,75.0,D,255.0,19.0,WPG,748.0,73.0,236.0,309.0,56.0,604.0,56.0,13.0,4.0,10.0,181.0,44.0,11.0,1617.0,8.3,293.0,1458:22,24:58,0.0,0.0,0.0,1586.0,1539.0,329.0,669.0,1275,1,9,Winnipeg Jets,12,776,73,242,315,628,2012,26.25
1145,Slater Koekkoek,193.0,74.0,D,890.0,20.0,TBL,217.0,10.0,30.0,40.0,5.0,118.0,10.0,0.0,0.0,2.0,30.0,0.0,0.0,234.0,0.0,8.0,49:45,16:45,0.0,0.0,0.0,262.0,272.0,29.0,69.0,1276,1,10,Tampa Bay Lightning,9,186,8,26,34,104,2012,3.7777777777777777
1150,Cody Ceci,209.0,74.0,D,530.0,20.0,OTT,786.0,48.0,163.0,211.0,-4.0,170.0,47.0,1.0,0.0,9.0,145.0,12.0,6.0,1139.0,3.7,166.0,843:07,23:20,0.0,0.0,0.0,1250.0,1111.0,185.0,413.0,1281,1,15,Ottawa Senators,12,819,49,170,219,180,2012,18.25
1156,Olli Määttä,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1288,1,22,Pittsburgh Penguins,12,711,40,141,181,172,2012,15.083333333333334
1157,Mike Matheson,193.0,74.0,D,911.0,21.0,FLA,547.0,68.0,166.0,234.0,-26.0,309.0,59.0,7.0,2.0,13.0,114.0,46.0,6.0,1122.0,0.0,8.0,52:36,25:33,0.0,0.0,0.0,828.0,482.0,378.0,562.0,1289,1,23,Florida Panthers,10,575,70,180,250,338,2012,25.0
1158,Jordan Schmaltz,190.0,74.0,D,721.0,23.0,STL,42.0,0.0,5.0,5.0,-7.0,12.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,21.0,0.0,9.0,129:04,14:20,0.0,0.0,0.0,44.0,18.0,2.0,9.0,1291,1,25,St. Louis Blues,3,42,0,5,5,12,2012,1.6666666666666667
1161,Brady Skjei,214.0,75.0,D,957.0,21.0,NYR,676.0,76.0,195.0,271.0,11.0,377.0,68.0,5.0,3.0,10.0,159.0,27.0,9.0,1351.0,0.0,17.0,124:08,21:49,0.0,0.0,0.0,797.0,970.0,315.0,489.0,1294,1,28,New York Rangers,10,640,70,186,256,344,2012,25.6
1166,Ville Pokka,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1300,2,34,New York Islanders,0,0,0,0,0,0,2012,0.0
1167,Matt Finn,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1301,2,35,Toronto Maple Leafs,0,0,0,0,0,0,2012,0.0
1172,Dylan Blujus,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1306,2,40,Tampa Bay Lightning,0,0,0,0,0,0,2012,0.0
1174,Patrick Sieloff,205.0,73.0,D,809.0,21.0,CGY,2.0,2.0,0.0,2.0,-1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,100.0,3.0,17:59,17:59,0.0,0.0,0.0,3.0,4.0,0.0,0.0,1308,2,42,Calgary Flames,2,2,2,0,2,2,2012,1.0
1175,Ludwig Byström,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1309,2,43,Dallas Stars,0,0,0,0,0,0,2012,0.0
1176,Jake McCabe,206.0,73.0,D,791.0,20.0,BUF,653.0,36.0,141.0,177.0,3.0,404.0,31.0,3.0,2.0,7.0,136.0,4.0,1.0,696.0,0.0,5.0,106:30,20:42,0.0,0.0,0.0,1115.0,1233.0,205.0,356.0,1310,2,44,Buffalo Sabres,12,603,33,126,159,369,2012,13.25
1179,Dillon Fournier,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1314,2,48,Chicago Blackhawks,0,0,0,0,0,0,2012,0.0
1182,Dalton Thrower,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1317,2,51,Montréal Canadiens,0,0,0,0,0,0,2012,0.0
