,Rk,Player,Age,Team,Pos,GP,GS,W,L,T/O,GA,Shots,SV,SV%,GAA,SO,MIN,QS,QS%,RBS,GA%-,GSAA,GAA/A,GPS,G,A,PTS,PIM,Awards
148,47.0,Carter Hart,20.0,PHI,G,227.0,218.0,96.0,93.0,29.0,625.0,6630.0,6005.0,0.917,2.83,6.0,1716:552355:501456:192603:043163:461455:11,107.0,0.625,4.0,92.0,7.0,3.01,6.2,0.0,0.0,0.0,0.0,Calder-9
149,55.0,Mackenzie Blackwood,22.0,NJD,G,196.0,184.0,75.0,82.0,22.0,564.0,5879.0,5315.0,0.918,2.61,10.0,1263:522684:012090:371399:031125:332437:08,98.0,0.667,4.0,91.0,5.3,2.8,4.3,0.0,0.0,0.0,0.0,
150,68.0,Sam Montembeault,22.0,FLA,G,144.0,128.0,49.0,60.0,21.0,451.0,4414.0,3963.0,0.903,3.04,1.0,591:24700:451942:492333:512428:46,68.0,0.7,3.0,118.0,-4.6,3.25,1.1,0.0,1.0,1.0,0.0,
151,69.0,Calvin Petersen,24.0,LAK,G,106.0,98.0,46.0,44.0,10.0,302.0,3110.0,2808.0,0.924,2.61,4.0,621:42477:222015:512176:30543:28276:55,52.0,0.625,1.0,84.0,5.0,2.8,2.5,0.0,0.0,0.0,0.0,
152,75.0,Kevin Boyle,26.0,ANA,G,5.0,4.0,1.0,3.0,0.0,10.0,139.0,129.0,0.928,2.17,1.0,276:51,2.0,0.5,0.0,80.0,2.5,2.38,1.0,0.0,0.0,0.0,0.0,
153,76.0,Marcus HÃ¶gberg,24.0,OTT,G,42.0,35.0,9.0,17.0,9.0,124.0,1171.0,1047.0,0.904,4.09,0.0,205:301344:33641:51,14.0,0.476,1.0,128.0,-3.1,4.38,0.3,0.0,0.0,0.0,0.0,
154,78.0,Eddie Pasquale,28.0,TBL,G,3.0,3.0,2.0,1.0,0.0,12.0,102.0,90.0,0.882,3.96,0.0,181:58,1.0,0.333,1.0,131.0,-2.8,4.29,0.3,0.0,0.0,0.0,0.0,
155,79.0,Landon Bow,23.0,DAL,G,2.0,0.0,0.0,0.0,0.0,1.0,19.0,18.0,0.947,1.03,0.0,58:15,0.0,,0.0,58.0,0.7,1.03,0.2,0.0,0.0,0.0,0.0,
156,81.0,Pavel Francouz,28.0,COL,G,73.0,65.0,44.0,21.0,6.0,172.0,2132.0,1960.0,0.943,1.96,4.0,61:111914:261200:09964:32,32.0,,0.0,63.0,1.2,1.96,0.3,0.0,0.0,0.0,0.0,
157,87.0,Joey Daccord,22.0,OTT,G,69.0,61.0,22.0,27.0,13.0,177.0,1898.0,1721.0,0.916,5.0,3.0,60:00403:22293:13248:082832:47,34.0,0.652,0.0,139.0,-1.4,5.0,0.1,0.0,0.0,0.0,0.0,
158,88.0,Michael DiPietro,19.0,VAN,G,3.0,2.0,0.0,2.0,0.0,11.0,48.0,37.0,0.857,7.0,0.0,60:008:2357:21,0.0,0.0,1.0,324.0,-4.8,7.0,-0.4,0.0,0.0,0.0,0.0,
159,89.0,Kaden Fulcher,20.0,DET,G,1.0,0.0,0.0,0.0,0.0,2.0,11.0,9.0,0.818,4.41,0.0,27:13,0.0,,0.0,202.0,-1.0,4.41,0.0,0.0,0.0,0.0,0.0,
160,92.0,Hunter Miska,23.0,ARI,G,6.0,5.0,1.0,1.0,2.0,19.0,120.0,101.0,0.889,3.28,0.0,18:16259:48,1.0,,0.0,123.0,-0.2,3.28,0.0,0.0,0.0,0.0,0.0,
161,37.0,Elvis MerzÄ¼ikins,25.0,CBJ,G,191.0,177.0,68.0,79.0,30.0,558.0,5819.0,5261.0,0.923,2.35,10.0,1815:081496:493320:071560:122258:40,85.0,0.609,3.0,85.0,12.1,2.48,6.5,0.0,0.0,0.0,0.0,"ASnhl-9  ,  AR-1  ,  Calder-5  ,  Vezina-5"
162,49.0,Ilya Samsonov,22.0,WSH,G,171.0,159.0,102.0,39.0,21.0,444.0,4604.0,4160.0,0.919,2.55,13.0,1411:021092:492361:182475:362300:58,79.0,0.675,2.0,96.0,2.3,2.72,4.1,0.0,0.0,0.0,2.0,Calder-12
163,66.0,Igor Shesterkin,24.0,NYR,G,213.0,208.0,135.0,59.0,17.0,503.0,6358.0,5855.0,0.935,2.52,15.0,691:351899:013070:323488:463277:06,134.0,0.75,1.0,76.0,9.3,2.69,3.4,0.0,0.0,0.0,0.0,
164,68.0,Jonas Johansson,24.0,BUF,G,87.0,73.0,31.0,30.0,12.0,260.0,2264.0,2004.0,0.932,2.94,4.0,326:44816:50379:53436:57486:31370:18116:13142:571477:29,31.0,0.714,0.0,117.0,-2.3,3.12,0.6,0.0,0.0,0.0,0.0,
165,70.0,Matiss Kivlenieks,23.0,CBJ,G,8.0,6.0,2.0,2.0,2.0,21.0,208.0,187.0,0.901,2.95,0.0,284:50123:21,3.0,0.5,0.0,113.0,-1.6,3.16,0.6,0.0,0.0,0.0,0.0,
166,72.0,Kaapo KÃ¤hkÃ¶nen,23.0,MIN,G,212.0,197.0,70.0,105.0,22.0,636.0,6403.0,5767.0,0.923,2.96,5.0,304:121414:281946:571380:58565:592106:151914:131651:26262:47,103.0,0.7,2.0,96.0,0.6,3.16,1.0,0.0,0.0,0.0,0.0,
167,79.0,Cayden Primeau,20.0,MTL,G,44.0,38.0,11.0,21.0,6.0,133.0,1252.0,1119.0,0.931,2.52,2.0,119:06201:54519:13138:351324:50,18.0,1.0,0.0,77.0,1.5,2.52,0.6,0.0,0.0,0.0,0.0,
168,80.0,Gilles Senn,23.0,NJD,G,2.0,1.0,0.0,1.0,0.0,4.0,41.0,37.0,0.902,3.42,0.0,70:05,1.0,1.0,0.0,108.0,-0.3,3.42,0.2,0.0,0.0,0.0,0.0,
169,81.0,Adam Werner,22.0,COL,G,2.0,1.0,1.0,1.0,0.0,5.0,58.0,53.0,0.914,3.42,0.0,87:50,0.0,0.0,1.0,95.0,0.2,3.42,0.4,0.0,0.0,0.0,0.0,
170,82.0,David Ayres,42.0,CAR,G,1.0,0.0,1.0,0.0,0.0,2.0,10.0,8.0,0.8,4.18,0.0,28:41,0.0,,0.0,221.0,-1.1,4.18,-0.1,0.0,0.0,0.0,0.0,
171,85.0,Kasimir Kaskisuo,26.0,TOR,G,2.0,1.0,0.0,1.0,0.0,6.0,41.0,35.0,1.0,6.0,0.0,60:0015:22,0.0,0.0,1.0,175.0,-2.6,6.0,-0.1,0.0,0.0,0.0,0.0,
172,7.0,Kevin Lankinen,25.0,CHI,G,112.0,101.0,45.0,43.0,12.0,320.0,3370.0,3050.0,0.916,3.01,3.0,2174:491815:351069:101191:25,51.0,0.611,5.0,98.0,1.9,3.31,7.3,0.0,2.0,2.0,2.0,"Byng-52  ,  Calder-13"
173,8.0,VÃ­tek VanÄÄek,25.0,WSH,G,163.0,152.0,91.0,42.0,17.0,412.0,4343.0,3931.0,0.911,2.69,9.0,2115:292317:232915:341791:49,80.0,0.667,6.0,100.0,0.0,2.95,6.1,0.0,0.0,0.0,0.0,Calder-6
174,26.0,Jake Oettinger,22.0,DAL,G,193.0,184.0,113.0,48.0,23.0,461.0,5293.0,4832.0,0.919,2.36,10.0,1604:082707:363644:533084:35,107.0,0.639,3.0,96.0,2.4,2.58,4.4,0.0,1.0,1.0,4.0,
175,43.0,Ilya Sorokin,25.0,NYI,G,192.0,188.0,95.0,65.0,30.0,476.0,5866.0,5390.0,0.925,2.17,18.0,1271:473072:173587:043325:59,128.0,0.714,3.0,89.0,5.9,2.36,4.0,0.0,0.0,0.0,0.0,Calder-15
176,54.0,Ville Husso,25.0,STL,G,132.0,127.0,69.0,40.0,16.0,376.0,3855.0,3479.0,0.919,3.21,7.0,917:192341:143220:141012:55,62.0,0.605,2.0,116.0,-6.6,3.53,2.0,0.0,0.0,0.0,4.0,
177,66.0,Josef KoÅenÃ¡Å,23.0,SJS,G,12.0,7.0,3.0,5.0,0.0,29.0,293.0,264.0,0.914,3.17,0.0,491:5070:18,3.0,0.429,1.0,109.0,-2.2,3.42,1.3,0.0,0.0,0.0,0.0,
178,67.0,Jeremy Swayman,22.0,BOS,G,132.0,125.0,79.0,33.0,15.0,295.0,3622.0,3327.0,0.945,1.5,12.0,601:432390:142012:592565:51,81.0,0.9,0.0,60.0,10.0,1.6,2.7,0.0,0.0,0.0,0.0,
179,68.0,Filip Gustavsson,22.0,OTT,G,111.0,103.0,52.0,40.0,14.0,289.0,3284.0,2995.0,0.933,2.16,6.0,471:341047:332310:562526:33,58.0,0.857,0.0,73.0,6.4,2.42,2.2,0.0,0.0,0.0,0.0,
180,79.0,Daniel VladaÅ,23.0,BOS,G,75.0,66.0,37.0,23.0,10.0,213.0,1998.0,1785.0,0.906,3.4,2.0,300:041243:081483:551128:31,31.0,0.579,1.0,124.0,-3.3,3.8,0.5,0.0,0.0,0.0,0.0,
181,81.0,Michael Houser,28.0,BUF,G,6.0,6.0,4.0,2.0,0.0,18.0,218.0,200.0,0.948,3.46,0.0,243:02120:00,5.0,1.0,1.0,108.0,-1.0,3.7,0.7,0.0,0.0,0.0,0.0,
182,82.0,Spencer Knight,19.0,FLA,G,57.0,49.0,32.0,17.0,6.0,151.0,1602.0,1451.0,0.919,2.32,3.0,206:541740:141168:45,23.0,0.519,0.0,88.0,1.1,2.61,0.7,0.0,0.0,0.0,0.0,
183,83.0,Ukko-Pekka Luukkonen,21.0,BUF,G,100.0,96.0,47.0,41.0,10.0,284.0,2950.0,2666.0,0.917,3.88,5.0,216:42503:041910:133081:14,53.0,0.667,0.0,102.0,-0.3,4.15,0.8,0.0,0.0,0.0,0.0,
184,85.0,Alexei Melnichuk,22.0,SJS,G,3.0,2.0,0.0,1.0,1.0,11.0,81.0,70.0,0.864,5.05,0.0,130:35,0.0,0.0,1.0,147.0,-3.5,5.51,0.1,0.0,0.0,0.0,0.0,
185,86.0,Ivan Prosvetov,21.0,ARI,G,24.0,19.0,8.0,9.0,2.0,76.0,637.0,561.0,0.895,4.15,0.0,130:01185:00422:02494:11,8.0,0.5,1.0,192.0,-4.3,4.61,-0.2,0.0,0.0,0.0,0.0,
186,95.0,Stuart Skinner,22.0,EDM,G,123.0,118.0,72.0,36.0,10.0,317.0,3494.0,3177.0,0.913,5.03,4.0,59:41734:092903:053361:21,70.0,0.614,0.0,143.0,-1.5,5.03,0.1,0.0,0.0,0.0,0.0,
187,96.0,Logan Thompson,23.0,VEG,G,103.0,95.0,56.0,32.0,11.0,264.0,3001.0,2737.0,1.0,0.0,4.0,8:151097:442171:222645:28,55.0,,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,
188,97.0,Veini VehvilÃ¤inen,23.0,CBJ,G,1.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,0.75,5.63,0.0,10:40,0.0,,0.0,271.0,-0.6,5.63,0.0,0.0,0.0,0.0,0.0,
189,98.0,Artyom Zagidulin,25.0,CGY,G,1.0,0.0,0.0,0.0,0.0,2.0,11.0,9.0,0.818,4.25,0.0,28:13,0.0,,0.0,197.0,-1.0,4.25,0.0,0.0,0.0,0.0,0.0,
190,17.0,Karel Vejmelka,25.0,ARI,G,140.0,131.0,44.0,75.0,11.0,452.0,4428.0,3976.0,0.899,3.68,5.0,2773:142940:502040:08,58.0,0.449,14.0,110.0,-14.8,3.81,7.7,0.0,0.0,0.0,0.0,
191,52.0,Nico Daws,21.0,NJD,G,46.0,43.0,19.0,22.0,1.0,126.0,1185.0,1059.0,0.894,3.11,0.0,1271:321144:03,17.0,0.5,7.0,115.0,-8.6,3.21,2.5,0.0,0.0,0.0,0.0,
192,68.0,Erik KÃ¤llgren,25.0,TOR,G,24.0,21.0,11.0,6.0,5.0,68.0,631.0,563.0,0.898,3.31,1.0,779:29561:40,8.0,0.417,3.0,120.0,-7.2,3.39,1.4,0.0,0.0,0.0,2.0,
193,78.0,Zachary Sawchenko,24.0,SJS,G,7.0,3.0,1.0,2.0,1.0,15.0,151.0,136.0,0.901,3.35,0.0,268:58,2.0,0.667,0.0,107.0,-1.0,3.35,0.7,0.0,0.0,0.0,0.0,
194,82.0,Akira Schmid,21.0,NJD,G,43.0,33.0,14.0,18.0,3.0,99.0,979.0,880.0,0.922,4.83,1.0,235:59901:21914:09,14.0,0.643,3.0,179.0,-8.4,5.09,-0.2,0.0,0.0,0.0,0.0,
195,86.0,Felix SandstrÃ¶m,25.0,PHI,G,30.0,26.0,4.0,18.0,4.0,102.0,848.0,746.0,0.91,3.23,0.0,297:151112:51263:29,9.0,0.6,0.0,97.0,0.5,3.23,1.0,0.0,0.0,0.0,0.0,
196,87.0,LukÃ¡Å¡ DostÃ¡l,21.0,ANA,G,67.0,58.0,19.0,35.0,6.0,206.0,2097.0,1891.0,0.907,2.98,1.0,201:271062:432322:49,31.0,0.706,1.0,100.0,0.0,2.98,0.6,0.0,0.0,0.0,0.0,
197,88.0,Zachary Fucale,26.0,WSH,G,4.0,3.0,1.0,1.0,1.0,5.0,66.0,61.0,0.924,1.75,1.0,171:35,2.0,0.667,1.0,81.0,1.1,1.75,0.5,0.0,0.0,0.0,0.0,
198,91.0,Daniil Tarasov,22.0,CBJ,G,45.0,42.0,12.0,24.0,4.0,137.0,1435.0,1298.0,0.937,2.4,0.0,174:51874:081376:28,22.0,1.0,0.0,68.0,3.3,2.4,1.0,0.0,0.0,0.0,0.0,
199,92.0,Joseph Woll,23.0,TOR,G,36.0,34.0,21.0,13.0,1.0,98.0,1114.0,1016.0,0.932,2.75,1.0,239:54416:261471:39,19.0,0.857,0.0,96.0,0.4,2.75,0.7,0.0,0.0,0.0,2.0,
200,94.0,Connor Ingram,24.0,NSH,G,80.0,77.0,30.0,36.0,11.0,236.0,2512.0,2276.0,0.907,3.71,7.0,177:451586:402802:56,43.0,0.577,1.0,130.0,-2.5,3.71,0.2,0.0,0.0,0.0,0.0,
201,95.0,Pyotr Kochetkov,22.0,CAR,G,69.0,65.0,38.0,20.0,9.0,155.0,1719.0,1564.0,0.911,2.42,8.0,148:361403:562371:29,38.0,1.0,0.0,106.0,-0.3,2.42,0.3,0.0,0.0,0.0,0.0,
202,98.0,Arvid SÃ¶derblom,22.0,CHI,G,50.0,44.0,7.0,34.0,4.0,175.0,1490.0,1315.0,0.894,5.01,0.0,155:49835:141744:20,16.0,0.462,1.0,147.0,-4.2,5.01,0.1,0.0,0.0,0.0,0.0,
203,99.0,Justus Annunen,21.0,COL,G,18.0,15.0,10.0,5.0,2.0,44.0,513.0,469.0,0.928,4.34,2.0,96:46117:20801:05,9.0,0.667,1.0,148.0,-2.3,4.34,0.1,0.0,1.0,1.0,0.0,
204,102.0,Joel Hofer,21.0,STL,G,38.0,35.0,19.0,14.0,2.0,95.0,1059.0,964.0,0.913,3.07,1.0,117:09317:121628:39,19.0,0.593,0.0,129.0,-1.3,3.07,0.1,0.0,1.0,1.0,0.0,
205,106.0,Jack LaFontaine,24.0,CAR,G,2.0,1.0,0.0,1.0,0.0,9.0,41.0,32.0,0.78,7.2,0.0,74:57,0.0,0.0,1.0,236.0,-5.2,7.2,-0.3,0.0,0.0,0.0,0.0,
206,110.0,Mads SÃ¸gaard,21.0,OTT,G,27.0,24.0,10.0,10.0,3.0,83.0,713.0,630.0,0.889,3.07,0.0,117:181047:30281:34,10.0,0.5,1.0,119.0,-1.0,3.07,0.2,0.0,0.0,0.0,0.0,
207,111.0,Hugo Alnefelt,20.0,TBL,G,1.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,0.7,9.0,0.0,20:00,0.0,,0.0,323.0,-2.1,9.0,-0.2,0.0,0.0,0.0,0.0,
208,114.0,Thomas Hodges,28.0,ANA,G,1.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,0.667,3.11,0.0,19:16,0.0,,0.0,358.0,-0.7,3.11,-0.1,0.0,0.0,0.0,0.0,
209,115.0,Adam Huska,24.0,NYR,G,1.0,1.0,0.0,1.0,0.0,7.0,39.0,32.0,0.821,7.04,0.0,59:42,0.0,0.0,1.0,193.0,-3.4,7.04,-0.1,0.0,0.0,0.0,0.0,
210,117.0,Michael McNiven,24.0,MTL,G,1.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,0.571,9.0,0.0,20:00,0.0,,0.0,461.0,-2.3,9.0,-0.2,0.0,0.0,0.0,0.0,
211,76.0,Samuel Ersson,23.0,PHI,G,63.0,59.0,29.0,22.0,7.0,165.0,1531.0,1366.0,0.899,3.07,5.0,644:552809:28,32.0,0.551,2.0,105.0,-1.7,3.07,1.7,0.0,0.0,0.0,0.0,
212,80.0,Devon Levi,21.0,BUF,G,30.0,28.0,15.0,10.0,2.0,88.0,888.0,800.0,0.905,2.94,0.0,429:011294:54,15.0,0.714,1.0,99.0,0.3,2.94,1.3,0.0,0.0,0.0,0.0,
213,84.0,Jaxson Stauber,23.0,CHI,G,6.0,6.0,5.0,1.0,0.0,17.0,191.0,174.0,0.911,2.81,0.0,363:30,4.0,0.667,0.0,93.0,1.3,2.81,1.2,0.0,0.0,0.0,0.0,
214,86.0,Arturs Silovs,21.0,VAN,G,9.0,9.0,6.0,2.0,1.0,24.0,236.0,212.0,0.908,2.75,0.0,305:56243:13,6.0,0.8,1.0,96.0,0.6,2.75,0.9,0.0,0.0,0.0,0.0,
215,91.0,Kevin Mandolese,22.0,OTT,G,3.0,3.0,1.0,2.0,0.0,10.0,119.0,109.0,0.916,3.29,0.0,182:12,2.0,0.667,0.0,88.0,1.4,3.29,0.8,0.0,0.0,0.0,0.0,
216,96.0,Eetu MÃ¤kiniemi,23.0,SJS,G,2.0,1.0,1.0,0.0,1.0,3.0,32.0,29.0,0.906,2.13,0.0,84:20,1.0,1.0,0.0,98.0,0.1,2.13,0.2,0.0,0.0,0.0,0.0,
217,97.0,Leevi Merilainen,20.0,OTT,G,2.0,2.0,0.0,1.0,1.0,6.0,49.0,43.0,0.878,4.23,0.0,85:05,1.0,0.5,1.0,128.0,-1.3,4.23,0.1,0.0,0.0,0.0,0.0,
218,98.0,JiÅÃ­ Patera,23.0,VEG,G,8.0,7.0,3.0,3.0,1.0,26.0,266.0,240.0,0.929,2.5,0.0,120:00316:46,4.0,1.0,0.0,75.0,1.7,2.5,0.6,0.0,0.0,0.0,0.0,
219,100.0,Jett Alexander,23.0,TOR,G,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1:10,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
220,101.0,Yaroslav Askarov,20.0,NSH,G,3.0,2.0,1.0,1.0,0.0,6.0,70.0,64.0,0.943,4.15,0.0,57:5081:40,1.0,1.0,0.0,119.0,-0.6,4.15,0.1,0.0,0.0,0.0,0.0,
221,102.0,Matthew Berlin,,EDM,G,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2:26,0.0,,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,
222,103.0,Olle Eriksson Ek,23.0,ANA,G,1.0,1.0,0.0,0.0,1.0,5.0,39.0,34.0,0.872,4.69,0.0,63:59,0.0,0.0,0.0,134.0,-1.3,4.69,0.1,0.0,0.0,0.0,0.0,
223,104.0,Jet Greaves,21.0,CBJ,G,10.0,9.0,3.0,7.0,0.0,33.0,376.0,343.0,0.939,3.05,0.0,58:57515:52,6.0,1.0,0.0,64.0,1.7,3.05,0.4,0.0,0.0,0.0,0.0,
224,106.0,Dylan Wells,25.0,CHI,G,1.0,0.0,0.0,0.0,0.0,1.0,13.0,12.0,0.923,3.0,0.0,20:00,0.0,,0.0,80.0,0.2,3.0,0.1,0.0,0.0,0.0,0.0,
225,107.0,Dustin Wolf,21.0,CGY,G,18.0,16.0,8.0,7.0,1.0,51.0,491.0,440.0,0.958,1.0,0.0,59:54950:30,8.0,1.0,0.0,44.0,1.3,1.0,0.3,0.0,0.0,0.0,0.0,
226,74.0,Magnus Chrona,23.0,SJS,G,9.0,8.0,1.0,6.0,1.0,37.0,262.0,225.0,0.859,4.71,0.0,471:15,3.0,0.375,5.0,146.0,-11.7,4.84,0.3,0.0,0.0,0.0,0.0,
227,77.0,Devin Cooley,26.0,SJS,G,6.0,6.0,2.0,3.0,1.0,25.0,192.0,167.0,0.87,4.98,0.0,301:29,2.0,0.333,3.0,135.0,-6.4,5.17,0.4,0.0,0.0,0.0,0.0,
228,80.0,Matt Tomkins,29.0,TBL,G,6.0,6.0,3.0,2.0,1.0,20.0,185.0,165.0,0.892,3.33,0.0,360:13,1.0,0.167,0.0,112.0,-2.1,3.5,0.8,0.0,0.0,0.0,0.0,
229,84.0,Hunter Shepard,28.0,WSH,G,4.0,4.0,2.0,1.0,1.0,13.0,123.0,110.0,0.894,3.19,0.0,244:50,2.0,0.5,2.0,109.0,-1.1,3.19,0.6,0.0,0.0,0.0,0.0,
230,86.0,Ivan Fedotov,27.0,PHI,G,3.0,1.0,0.0,1.0,1.0,10.0,53.0,43.0,0.811,4.95,0.0,121:09,0.0,0.0,1.0,195.0,-4.9,4.95,-0.2,0.0,0.0,0.0,0.0,
231,88.0,Jesper Wallstedt,21.0,MIN,G,3.0,3.0,2.0,1.0,0.0,9.0,87.0,78.0,0.897,3.01,1.0,179:17,2.0,0.667,1.0,107.0,-0.6,3.01,0.4,0.0,0.0,0.0,0.0,
232,91.0,Georgi Romanov,24.0,SJS,G,2.0,0.0,0.0,0.0,0.0,1.0,30.0,29.0,0.967,1.01,0.0,59:15,0.0,,0.0,34.0,1.9,1.01,0.4,0.0,0.0,0.0,0.0,
233,92.0,Matt Villalta,24.0,ARI,G,2.0,1.0,0.0,1.0,0.0,5.0,29.0,24.0,0.828,4.17,0.0,71:58,0.0,0.0,1.0,178.0,-2.2,4.17,-0.1,0.0,0.0,0.0,0.0,
234,97.0,Yaniv Perets,23.0,CAR,G,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,12:46,0.0,,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,
